Suburb,Price
Armadale,1285000.0
Armadale,3660000.0
Armadale,520000.0
Armadale,2760000.0
Armadale,690000.0
Armadale,3625000.0
Armadale,4200000.0
Armadale,1101000.0
Armadale,3512500.0
Armadale,2000000.0
Armadale,869000.0
Armadale,577000.0
Armadale,2865000.0
Armadale,2810000.0
Armadale,565000.0
Armadale,567000.0
Armadale,546000.0
Armadale,471500.0
Ascot Vale,455000.0
Ascot Vale,940000.0
Ascot Vale,467000.0
Ascot Vale,895000.0
Ascot Vale,1380000.0
Ascot Vale,490000.0
Ascot Vale,1850000.0
Ascot Vale,1284000.0
Ascot Vale,971000.0
Ascot Vale,710000.0
Ascot Vale,2425000.0
Ascot Vale,750000.0
Ascot Vale,840000.0
Ascot Vale,1053000.0
Ascot Vale,1377000.0
Ascot Vale,970000.0
Ascot Vale,940000.0
Ascot Vale,751000.0
Ascot Vale,950000.0
Ascot Vale,685000.0
Ascot Vale,1230000.0
Ascot Vale,636500.0
Ascot Vale,910000.0
Ascot Vale,872500.0
Ascot Vale,770000.0
Ascot Vale,490000.0
Ascot Vale,960000.0
Ascot Vale,890000.0
Ascot Vale,965000.0
Ascot Vale,1200000.0
Ascot Vale,1440000.0
Ascot Vale,955000.0
Ascot Vale,450000.0
Ascot Vale,801000.0
Ascot Vale,770000.0
Ascot Vale,1000000.0
Ascot Vale,1435000.0
Ascot Vale,390000.0
Ascot Vale,1425000.0
Ascot Vale,925000.0
Ascot Vale,1340000.0
Ascot Vale,955000.0
Ascot Vale,1075000.0
Ascot Vale,1100000.0
Ascot Vale,1255000.0
Ascot Vale,1483000.0
Ascot Vale,432000.0
Ascot Vale,1640000.0
Ascot Vale,1430000.0
Ascot Vale,610000.0
Ascot Vale,940000.0
Ascot Vale,890000.0
Ascot Vale,1505000.0
Ascot Vale,1180000.0
Ascot Vale,1480000.0
Ascot Vale,1150000.0
Ascot Vale,1350000.0
Ascot Vale,1905000.0
Ascot Vale,865000.0
Ascot Vale,705000.0
Ascot Vale,442000.0
Ascot Vale,540000.0
Ascot Vale,1037500.0
Ascot Vale,1050000.0
Ascot Vale,440000.0
Ascot Vale,1010000.0
Ascot Vale,1430000.0
Ascot Vale,570000.0
Ascot Vale,690000.0
Ascot Vale,1070000.0
Ascot Vale,1291000.0
Ascot Vale,1130000.0
Ascot Vale,1135000.0
Ascot Vale,950000.0
Ascot Vale,790000.0
Ascot Vale,390000.0
Ascot Vale,1345000.0
Ascot Vale,296000.0
Ascot Vale,1381500.0
Ascot Vale,940000.0
Ascot Vale,995000.0
Ascot Vale,1050000.0
Ascot Vale,786000.0
Ascot Vale,705000.0
Ascot Vale,660000.0
Ascot Vale,760000.0
Ascot Vale,487500.0
Ascot Vale,1125000.0
Ascot Vale,1000000.0
Ascot Vale,1110000.0
Ascot Vale,1300000.0
Ascot Vale,1060000.0
Ascot Vale,1410000.0
Ascot Vale,1305000.0
Ascot Vale,932500.0
Ascot Vale,965000.0
Ascot Vale,1215000.0
Ascot Vale,545000.0
Ascot Vale,1800000.0
Ascot Vale,840000.0
Ascot Vale,1705000.0
Ascot Vale,970000.0
Ascot Vale,925000.0
Ashburton,2650000.0
Ashburton,1820000.0
Ashburton,1670000.0
Ashburton,955000.0
Ashburton,2050000.0
Ashburton,500000.0
Ashburton,1575000.0
Ashburton,1991000.0
Ashburton,1425000.0
Ashburton,1555000.0
Ashburton,1417000.0
Ashburton,1850000.0
Ashburton,780000.0
Ashburton,1942000.0
Ashburton,1100000.0
Ashburton,1337000.0
Ashburton,2950000.0
Ashburton,2215000.0
Ashburton,1880000.0
Ashburton,1518000.0
Ashburton,1710000.0
Ashburton,1655000.0
Ashburton,1340000.0
Ashburton,1445000.0
Ashburton,1500000.0
Ashburton,1550000.0
Ashburton,1356000.0
Ashburton,1662000.0
Ashburton,1665000.0
Ashburton,1445000.0
Ashburton,1600000.0
Ashburton,980000.0
Ashburton,1300000.0
Ashburton,3510000.0
Ashburton,1730000.0
Ashburton,968000.0
Ashburton,900000.0
Ashburton,1570000.0
Ashburton,1500000.0
Ashburton,1360000.0
Ashburton,2752000.0
Ashburton,1600000.0
Ashburton,1500000.0
Ashburton,1430000.0
Ashburton,1601000.0
Ashburton,1650000.0
Ashburton,1800000.0
Ashburton,1610000.0
Ashburton,1830000.0
Ashburton,1415000.0
Ashburton,1440000.0
Ashburton,1250000.0
Ashburton,1422000.0
Ashburton,1600000.0
Ashburton,1860000.0
Ashburton,1710000.0
Ashburton,1790000.0
Ashburton,1950000.0
Ashburton,1600000.0
Ashburton,1320000.0
Ashburton,1650000.0
Ashburton,1280000.0
Ashwood,995000.0
Ashwood,1250000.0
Ashwood,1045000.0
Ashwood,1200000.0
Ashwood,1075000.0
Ashwood,1500000.0
Ashwood,1120000.0
Ashwood,700000.0
Ashwood,761000.0
Ashwood,1270000.0
Ashwood,1510000.0
Ashwood,1365000.0
Ashwood,1100000.0
Ashwood,675000.0
Ashwood,1232800.0
Ashwood,1170000.0
Ashwood,1415000.0
Ashwood,690000.0
Ashwood,1631000.0
Ashwood,1500000.0
Ashwood,690000.0
Ashwood,1060000.0
Ashwood,875000.0
Ashwood,1529500.0
Ashwood,1250000.0
Ashwood,1200000.0
Ashwood,600000.0
Ashwood,980000.0
Ashwood,535000.0
Ashwood,1230000.0
Ashwood,785000.0
Ashwood,1240000.0
Ashwood,700000.0
Ashwood,880000.0
Ashwood,675000.0
Ashwood,1350000.0
Ashwood,1110000.0
Ashwood,1305000.0
Ashwood,855000.0
Ashwood,900000.0
Ashwood,1400000.0
Ashwood,964000.0
Ashwood,900500.0
Ashwood,1200000.0
Ashwood,830000.0
Avondale Heights,1310000.0
Avondale Heights,850000.0
Avondale Heights,750000.0
Avondale Heights,851000.0
Avondale Heights,848000.0
Avondale Heights,806000.0
Avondale Heights,1155000.0
Avondale Heights,670000.0
Avondale Heights,1200000.0
Avondale Heights,636000.0
Avondale Heights,655000.0
Avondale Heights,680000.0
Avondale Heights,1160000.0
Avondale Heights,560000.0
Avondale Heights,750000.0
Avondale Heights,627500.0
Avondale Heights,880000.0
Avondale Heights,825000.0
Avondale Heights,1372000.0
Avondale Heights,950000.0
Avondale Heights,1200000.0
Avondale Heights,1600000.0
Avondale Heights,825000.0
Avondale Heights,585000.0
Avondale Heights,1631000.0
Avondale Heights,650000.0
Avondale Heights,725000.0
Avondale Heights,665000.0
Avondale Heights,560500.0
Avondale Heights,615000.0
Avondale Heights,845000.0
Avondale Heights,585000.0
Avondale Heights,440000.0
Avondale Heights,850000.0
Avondale Heights,775000.0
Avondale Heights,850000.0
Avondale Heights,705000.0
Avondale Heights,1100000.0
Avondale Heights,710000.0
Avondale Heights,892500.0
Avondale Heights,730000.0
Avondale Heights,790000.0
Avondale Heights,695000.0
Avondale Heights,855000.0
Avondale Heights,522500.0
Avondale Heights,990000.0
Avondale Heights,680000.0
Avondale Heights,500000.0
Avondale Heights,550000.0
Avondale Heights,730000.0
Avondale Heights,875000.0
Avondale Heights,850000.0
Avondale Heights,635000.0
Avondale Heights,762000.0
Avondale Heights,1215000.0
Avondale Heights,610000.0
Avondale Heights,815000.0
Avondale Heights,820000.0
Avondale Heights,411000.0
Avondale Heights,790000.0
Avondale Heights,605000.0
Avondale Heights,805000.0
Avondale Heights,890000.0
Avondale Heights,795000.0
Avondale Heights,634000.0
Avondale Heights,642000.0
Avondale Heights,730000.0
Avondale Heights,863000.0
Avondale Heights,740000.0
Balaclava,1819000.0
Balaclava,410000.0
Balaclava,280000.0
Balaclava,1015000.0
Balaclava,438000.0
Balaclava,502500.0
Balaclava,520000.0
Balaclava,442000.0
Balaclava,1193000.0
Balaclava,416000.0
Balaclava,820000.0
Balaclava,474000.0
Balaclava,981000.0
Balaclava,1690000.0
Balaclava,540000.0
Balaclava,1080000.0
Balaclava,500000.0
Balaclava,497500.0
Balwyn,2100000.0
Balwyn,1800000.0
Balwyn,1255000.0
Balwyn,1070000.0
Balwyn,2200000.0
Balwyn,2290000.0
Balwyn,2570000.0
Balwyn,2400000.0
Balwyn,2200000.0
Balwyn,3250000.0
Balwyn,806000.0
Balwyn,4000000.0
Balwyn,1215000.0
Balwyn,2250000.0
Balwyn,450000.0
Balwyn,1400000.0
Balwyn,812000.0
Balwyn,4260000.0
Balwyn,1140000.0
Balwyn,2330000.0
Balwyn,2800000.0
Balwyn,605000.0
Balwyn,1255000.0
Balwyn,1850000.0
Balwyn,805000.0
Balwyn,2000000.0
Balwyn,700000.0
Balwyn,2130000.0
Balwyn,500000.0
Balwyn,2125000.0
Balwyn,4350000.0
Balwyn,648000.0
Balwyn,1800000.0
Balwyn,1020000.0
Balwyn,635000.0
Balwyn,2350000.0
Balwyn,1500000.0
Balwyn,1900000.0
Balwyn,526000.0
Balwyn,390000.0
Balwyn,2950000.0
Balwyn,905000.0
Balwyn,1750000.0
Balwyn,760000.0
Balwyn,550000.0
Balwyn,3180000.0
Balwyn,1367000.0
Balwyn,788000.0
Balwyn,3600000.0
Balwyn,2550000.0
Balwyn,1050000.0
Balwyn,3350000.0
Balwyn,1400000.0
Balwyn,662500.0
Balwyn,3270000.0
Balwyn,1280000.0
Balwyn,625000.0
Balwyn,700000.0
Balwyn,1920000.0
Balwyn,1860000.0
Balwyn,2730000.0
Balwyn,2410000.0
Balwyn,2530000.0
Balwyn,2020000.0
Balwyn,460000.0
Balwyn,2250000.0
Balwyn,1053000.0
Balwyn,1800000.0
Balwyn,1472000.0
Balwyn,2120000.0
Balwyn,1800000.0
Balwyn,1910000.0
Balwyn,754000.0
Balwyn,1605000.0
Balwyn,3000000.0
Balwyn,3400000.0
Balwyn,1490000.0
Balwyn,905000.0
Balwyn,2188000.0
Balwyn,755000.0
Balwyn,2900000.0
Balwyn,1947000.0
Balwyn,3290000.0
Balwyn,2665000.0
Balwyn,1801000.0
Balwyn,1100000.0
Balwyn,2410000.0
Balwyn,650000.0
Balwyn,1820000.0
Balwyn,2275000.0
Balwyn,2810000.0
Balwyn,1385000.0
Balwyn,4600000.0
Balwyn,2000000.0
Balwyn,1900000.0
Balwyn,3401000.0
Balwyn,1750000.0
Balwyn,4000000.0
Balwyn,2250000.0
Balwyn,1810000.0
Balwyn,1100000.0
Balwyn,3020000.0
Balwyn,2950000.0
Balwyn,2450000.0
Balwyn,1912000.0
Balwyn,730000.0
Balwyn,1530000.0
Balwyn,3900000.0
Balwyn,1500000.0
Balwyn,1850000.0
Balwyn,1700000.0
Balwyn,1010000.0
Balwyn North,1315000.0
Balwyn North,1500000.0
Balwyn North,3230000.0
Balwyn North,1080000.0
Balwyn North,1450000.0
Balwyn North,1305000.0
Balwyn North,1350000.0
Balwyn North,1905000.0
Balwyn North,3300000.0
Balwyn North,1900000.0
Balwyn North,2251000.0
Balwyn North,2160000.0
Balwyn North,2205000.0
Balwyn North,1265000.0
Balwyn North,2000000.0
Balwyn North,1750000.0
Balwyn North,1450000.0
Balwyn North,2614000.0
Balwyn North,1825000.0
Balwyn North,2550000.0
Balwyn North,1570000.0
Balwyn North,3250000.0
Balwyn North,1750000.0
Balwyn North,1150000.0
Balwyn North,1575000.0
Balwyn North,1505000.0
Balwyn North,920000.0
Balwyn North,1572000.0
Balwyn North,1500000.0
Balwyn North,1400000.0
Balwyn North,1750000.0
Balwyn North,1850000.0
Balwyn North,1480000.0
Balwyn North,1400000.0
Balwyn North,2130000.0
Balwyn North,1050000.0
Balwyn North,3690000.0
Balwyn North,709000.0
Balwyn North,1740000.0
Balwyn North,2575000.0
Balwyn North,1388800.0
Balwyn North,1702000.0
Balwyn North,1800000.0
Balwyn North,3300000.0
Balwyn North,2910000.0
Balwyn North,1400000.0
Balwyn North,860000.0
Balwyn North,1670000.0
Balwyn North,1500000.0
Balwyn North,2200000.0
Balwyn North,1150000.0
Balwyn North,1350000.0
Balwyn North,2070000.0
Balwyn North,1300000.0
Balwyn North,2190000.0
Balwyn North,1700000.0
Balwyn North,1750000.0
Balwyn North,980000.0
Balwyn North,1230000.0
Balwyn North,2600000.0
Balwyn North,1950000.0
Balwyn North,1750000.0
Balwyn North,1636000.0
Balwyn North,2000000.0
Balwyn North,1480000.0
Balwyn North,3000000.0
Balwyn North,1818000.0
Balwyn North,2170000.0
Balwyn North,1310000.0
Balwyn North,2525000.0
Balwyn North,3360000.0
Balwyn North,1845000.0
Balwyn North,1620000.0
Balwyn North,1420000.0
Balwyn North,1903000.0
Balwyn North,1900000.0
Balwyn North,1712000.0
Balwyn North,1720000.0
Balwyn North,1670000.0
Balwyn North,1350000.0
Balwyn North,2086000.0
Balwyn North,1675000.0
Balwyn North,1680000.0
Balwyn North,1800000.0
Balwyn North,1540000.0
Balwyn North,1550000.0
Balwyn North,4000000.0
Balwyn North,1860000.0
Balwyn North,2900000.0
Balwyn North,2205000.0
Balwyn North,1137000.0
Balwyn North,2100000.0
Balwyn North,1389000.0
Balwyn North,685000.0
Balwyn North,1900000.0
Balwyn North,1335000.0
Balwyn North,1600000.0
Balwyn North,1830000.0
Balwyn North,1900000.0
Balwyn North,1650000.0
Balwyn North,1500000.0
Balwyn North,735000.0
Balwyn North,1040000.0
Balwyn North,1520000.0
Balwyn North,1250000.0
Balwyn North,1900000.0
Balwyn North,2006000.0
Balwyn North,1875000.0
Balwyn North,1530000.0
Balwyn North,1425000.0
Balwyn North,940000.0
Balwyn North,1700000.0
Balwyn North,1300000.0
Balwyn North,1760000.0
Balwyn North,2300000.0
Balwyn North,1300000.0
Balwyn North,1238000.0
Balwyn North,1320000.0
Balwyn North,560000.0
Balwyn North,1651000.0
Balwyn North,1920000.0
Balwyn North,1560000.0
Balwyn North,1550000.0
Balwyn North,1330000.0
Balwyn North,1038000.0
Balwyn North,1660000.0
Balwyn North,1260000.0
Balwyn North,2000000.0
Balwyn North,2155000.0
Balwyn North,1225000.0
Balwyn North,2150000.0
Balwyn North,1770000.0
Balwyn North,2040000.0
Balwyn North,691500.0
Balwyn North,1836000.0
Bentleigh,636000.0
Bentleigh,1275000.0
Bentleigh,875000.0
Bentleigh,1230000.0
Bentleigh,895000.0
Bentleigh,1020000.0
Bentleigh,1550000.0
Bentleigh,1420000.0
Bentleigh,1425000.0
Bentleigh,851000.0
Bentleigh,1222500.0
Bentleigh,2470000.0
Bentleigh,710000.0
Bentleigh,1260000.0
Bentleigh,896000.0
Bentleigh,2700000.0
Bentleigh,900000.0
Bentleigh,1100000.0
Bentleigh,1005000.0
Bentleigh,1317500.0
Bentleigh,360000.0
Bentleigh,1435000.0
Bentleigh,1110000.0
Bentleigh,2435000.0
Bentleigh,2000000.0
Bentleigh,1375000.0
Bentleigh,1500000.0
Bentleigh,1300000.0
Bentleigh,855000.0
Bentleigh,1125000.0
Bentleigh,1475000.0
Bentleigh,1135000.0
Bentleigh,867000.0
Bentleigh,1328000.0
Bentleigh,1340000.0
Bentleigh,1155000.0
Bentleigh,1130000.0
Bentleigh,1275000.0
Bentleigh,770000.0
Bentleigh,855000.0
Bentleigh,1100000.0
Bentleigh,650000.0
Bentleigh,1815000.0
Bentleigh,2255000.0
Bentleigh,1470000.0
Bentleigh,420000.0
Bentleigh,855000.0
Bentleigh,770000.0
Bentleigh,615000.0
Bentleigh,1450000.0
Bentleigh,1200000.0
Bentleigh,1860000.0
Bentleigh,725000.0
Bentleigh,1360000.0
Bentleigh,1293000.0
Bentleigh,1250000.0
Bentleigh,1390000.0
Bentleigh,1400000.0
Bentleigh,1328000.0
Bentleigh,1247000.0
Bentleigh,1311000.0
Bentleigh,1100000.0
Bentleigh,1327500.0
Bentleigh,1435000.0
Bentleigh,1960000.0
Bentleigh,1560000.0
Bentleigh,1370000.0
Bentleigh,1100000.0
Bentleigh,850000.0
Bentleigh,1385000.0
Bentleigh,1275000.0
Bentleigh,1095000.0
Bentleigh,797500.0
Bentleigh,725000.0
Bentleigh,1380000.0
Bentleigh,825000.0
Bentleigh,1235000.0
Bentleigh,820000.0
Bentleigh,1600000.0
Bentleigh,1165000.0
Bentleigh,1355000.0
Bentleigh,1910000.0
Bentleigh,1250000.0
Bentleigh,1448000.0
Bentleigh,1400000.0
Bentleigh,520000.0
Bentleigh,820000.0
Bentleigh,740000.0
Bentleigh,895000.0
Bentleigh,1041000.0
Bentleigh,1430000.0
Bentleigh,910000.0
Bentleigh,2520000.0
Bentleigh,1860000.0
Bentleigh,1350000.0
Bentleigh,635000.0
Bentleigh,1280000.0
Bentleigh,1900000.0
Bentleigh,1230000.0
Bentleigh,1150000.0
Bentleigh,1200000.0
Bentleigh,900000.0
Bentleigh,1533000.0
Bentleigh,1545000.0
Bentleigh,1650000.0
Bentleigh,670000.0
Bentleigh,1486000.0
Bentleigh,1275000.0
Bentleigh,738000.0
Bentleigh,680000.0
Bentleigh,1500000.0
Bentleigh,2900000.0
Bentleigh,1320000.0
Bentleigh,1380000.0
Bentleigh,1900000.0
Bentleigh,1535000.0
Bentleigh,1450000.0
Bentleigh,1281000.0
Bentleigh,1096000.0
Bentleigh,1385000.0
Bentleigh,517500.0
Bentleigh,1245000.0
Bentleigh,1330000.0
Bentleigh,503000.0
Bentleigh,2620000.0
Bentleigh,760000.0
Bentleigh,405000.0
Bentleigh East,1410000.0
Bentleigh East,990000.0
Bentleigh East,1057000.0
Bentleigh East,760000.0
Bentleigh East,825000.0
Bentleigh East,746000.0
Bentleigh East,1250000.0
Bentleigh East,580000.0
Bentleigh East,913788.0
Bentleigh East,1275000.0
Bentleigh East,1200000.0
Bentleigh East,515000.0
Bentleigh East,1206000.0
Bentleigh East,950000.0
Bentleigh East,775000.0
Bentleigh East,1115000.0
Bentleigh East,1190000.0
Bentleigh East,1270000.0
Bentleigh East,1025000.0
Bentleigh East,737500.0
Bentleigh East,740000.0
Bentleigh East,1960000.0
Bentleigh East,1000000.0
Bentleigh East,742000.0
Bentleigh East,495000.0
Bentleigh East,570000.0
Bentleigh East,1220000.0
Bentleigh East,885000.0
Bentleigh East,830000.0
Bentleigh East,1137500.0
Bentleigh East,1100000.0
Bentleigh East,1020000.0
Bentleigh East,1040000.0
Bentleigh East,1210000.0
Bentleigh East,1370000.0
Bentleigh East,1160000.0
Bentleigh East,1215000.0
Bentleigh East,1200000.0
Bentleigh East,1050000.0
Bentleigh East,950000.0
Bentleigh East,380000.0
Bentleigh East,689000.0
Bentleigh East,1400000.0
Bentleigh East,965000.0
Bentleigh East,1338000.0
Bentleigh East,1200000.0
Bentleigh East,800000.0
Bentleigh East,651000.0
Bentleigh East,920000.0
Bentleigh East,1390000.0
Bentleigh East,1300000.0
Bentleigh East,1280000.0
Bentleigh East,420000.0
Bentleigh East,495000.0
Bentleigh East,1357500.0
Bentleigh East,370000.0
Bentleigh East,1100000.0
Bentleigh East,1100000.0
Bentleigh East,1355000.0
Bentleigh East,1206000.0
Bentleigh East,486500.0
Bentleigh East,1010000.0
Bentleigh East,597000.0
Bentleigh East,1205000.0
Bentleigh East,899000.0
Bentleigh East,1375000.0
Bentleigh East,1415000.0
Bentleigh East,1185000.0
Bentleigh East,1060000.0
Bentleigh East,716000.0
Bentleigh East,1302500.0
Bentleigh East,1550000.0
Bentleigh East,1279000.0
Bentleigh East,840000.0
Bentleigh East,1110000.0
Bentleigh East,1150000.0
Bentleigh East,1106000.0
Bentleigh East,850000.0
Bentleigh East,1130000.0
Bentleigh East,1235000.0
Bentleigh East,1250000.0
Bentleigh East,845000.0
Bentleigh East,860000.0
Bentleigh East,1208000.0
Bentleigh East,950000.0
Bentleigh East,921000.0
Bentleigh East,1165000.0
Bentleigh East,1270000.0
Bentleigh East,1235000.0
Bentleigh East,742500.0
Bentleigh East,920000.0
Bentleigh East,1100000.0
Bentleigh East,1160000.0
Bentleigh East,1307000.0
Bentleigh East,1010000.0
Bentleigh East,702000.0
Bentleigh East,813000.0
Bentleigh East,805000.0
Bentleigh East,880000.0
Bentleigh East,1100000.0
Bentleigh East,1085000.0
Bentleigh East,1325000.0
Bentleigh East,920000.0
Bentleigh East,1050000.0
Bentleigh East,1560000.0
Bentleigh East,1000000.0
Bentleigh East,800000.0
Bentleigh East,722000.0
Bentleigh East,930000.0
